combinacion;num1;num2;num3;num4;num_contained
9576;9;5;7;6;3
9657;9;6;5;7;3
9675;9;6;7;5;3
9756;9;7;5;6;3
9765;9;7;6;5;3
5689;5;6;8;9;3
5698;5;6;9;8;3
5869;5;8;6;9;3
5896;5;8;9;6;3
5968;5;9;6;8;3
5986;5;9;8;6;3
6589;6;5;8;9;3
6598;6;5;9;8;3
6859;6;8;5;9;3
6895;6;8;9;5;3
6958;6;9;5;8;3
6985;6;9;8;5;3
8569;8;5;6;9;3
8596;8;5;9;6;3
8659;8;6;5;9;3
8695;8;6;9;5;3
8956;8;9;5;6;3
8965;8;9;6;5;3
9568;9;5;6;8;3
9586;9;5;8;6;3
9658;9;6;5;8;3
9685;9;6;8;5;3
9856;9;8;5;6;3
9865;9;8;6;5;3
5789;5;7;8;9;3
5798;5;7;9;8;3
5879;5;8;7;9;3
5897;5;8;9;7;3
5978;5;9;7;8;3
5987;5;9;8;7;3
7589;7;5;8;9;3
7598;7;5;9;8;3
7859;7;8;5;9;3
7895;7;8;9;5;3
7958;7;9;5;8;3
7985;7;9;8;5;3
8579;8;5;7;9;3
8597;8;5;9;7;3
8759;8;7;5;9;3
8795;8;7;9;5;3
8957;8;9;5;7;3
8975;8;9;7;5;3
9578;9;5;7;8;3
9587;9;5;8;7;3
9758;9;7;5;8;3
9785;9;7;8;5;3
9857;9;8;5;7;3
9875;9;8;7;5;3
6789;6;7;8;9;3
6798;6;7;9;8;3
6879;6;8;7;9;3
6897;6;8;9;7;3
6978;6;9;7;8;3
6987;6;9;8;7;3
7689;7;6;8;9;3
7698;7;6;9;8;3
7869;7;8;6;9;3
7896;7;8;9;6;3
7968;7;9;6;8;3
7986;7;9;8;6;3
8679;8;6;7;9;3
8697;8;6;9;7;3
8769;8;7;6;9;3
8796;8;7;9;6;3
8967;8;9;6;7;3
8976;8;9;7;6;3
9678;9;6;7;8;3
9687;9;6;8;7;3
9768;9;7;6;8;3
9786;9;7;8;6;3
9867;9;8;6;7;3
9876;9;8;7;6;3
